Gene stable ID,Gene name,Transcript stable ID,Ensembl Canonical,Chromosome/scaffold name
ENSG00000288896,,ENST00000688581,1.0,3
ENSG00000172689,MS4A10,ENST00000308287,1.0,11
ENSG00000158104,HPD,ENST00000289004,1.0,12
ENSG00000221932,HEPN1,ENST00000408930,1.0,11
ENSG00000181722,ZBTB20,ENST00000675478,1.0,3
ENSG00000256811,,ENST00000543848,1.0,12
ENSG00000278084,,ENST00000618674,1.0,12
ENSG00000287493,,ENST00000653866,1.0,12
ENSG00000110801,PSMD9,ENST00000541212,1.0,12
ENSG00000233276,GPX1,ENST00000419783,1.0,3
ENSG00000185829,ARL17A,ENST00000336125,1.0,17
ENSG00000284690,CD300H,ENST00000641710,1.0,17
ENSG00000256950,,ENST00000546333,1.0,12
ENSG00000283389,Metazoa_SRP,ENST00000637921,1.0,12
ENSG00000239082,RNU7-170P,ENST00000459303,1.0,12
ENSG00000290318,,ENST00000704381,1.0,3
ENSG00000231888,MTND5P15,ENST00000434246,1.0,3
ENSG00000231310,TBL1XR1-AS1,ENST00000617758,1.0,3
ENSG00000201343,Y_RNA,ENST00000364473,1.0,3
ENSG00000200882,RNU6-681P,ENST00000364012,1.0,3
ENSG00000203645,LINC00501,ENST00000425388,1.0,3
ENSG00000120088,CRHR1,ENST00000314537,1.0,17
ENSG00000236893,ASS1P7,ENST00000423174,1.0,3
ENSG00000138101,DTNB,ENST00000406818,1.0,2
ENSG00000226782,,ENST00000457125,1.0,3
ENSG00000252028,RN7SKP52,ENST00000516219,1.0,3
ENSG00000158023,CFAP251,ENST00000288912,1.0,12
ENSG00000288958,,ENST00000688295,1.0,2
ENSG00000288900,,ENST00000690535,1.0,2
ENSG00000222032,,ENST00000409910,1.0,2
ENSG00000255856,,ENST00000538710,1.0,12
ENSG00000287849,,ENST00000690447,1.0,2
ENSG00000226363,HAGLROS,ENST00000426615,1.0,2
ENSG00000223751,,ENST00000693641,1.0,2
ENSG00000110987,BCL7A,ENST00000261822,1.0,12
ENSG00000205054,LINC01121,ENST00000658738,1.0,2
ENSG00000234028,EIF2AK3-DT,ENST00000453008,1.0,2
ENSG00000256546,LINC02985,ENST00000538790,1.0,12
ENSG00000230838,LINC01614,ENST00000415479,1.0,2
ENSG00000288866,,ENST00000692305,1.0,2
ENSG00000228696,ARL17B,ENST00000450673,1.0,17
ENSG00000224568,LINC01886,ENST00000660653,1.0,2
ENSG00000288786,,ENST00000689438,1.0,2
ENSG00000289389,,ENST00000686328,1.0,2
ENSG00000286481,,ENST00000657880,1.0,2
ENSG00000289349,,ENST00000692740,1.0,2
ENSG00000289157,,ENST00000690566,1.0,2
ENSG00000236106,,ENST00000655406,1.0,2
ENSG00000289374,,ENST00000686359,1.0,2
ENSG00000289429,,ENST00000691487,1.0,2
ENSG00000236790,LINC00299,ENST00000430192,1.0,2
ENSG00000175727,MLXIP,ENST00000319080,1.0,12
ENSG00000225649,,ENST00000663507,1.0,2
ENSG00000289413,,ENST00000686675,1.0,2
ENSG00000289831,,ENST00000700802,1.0,12
ENSG00000177565,TBL1XR1,ENST00000457928,1.0,3
ENSG00000139726,DENR,ENST00000280557,1.0,12
ENSG00000235597,LINC01102,ENST00000690368,1.0,2
ENSG00000181798,LINC00471,ENST00000313064,1.0,2
ENSG00000288791,,ENST00000685770,1.0,2
ENSG00000230695,FN1-DT,ENST00000688966,1.0,2
ENSG00000289077,,ENST00000691328,1.0,2
ENSG00000286081,,ENST00000652679,1.0,2
ENSG00000289026,,ENST00000691022,1.0,2
ENSG00000233611,GBX2-AS1,ENST00000415226,1.0,2
ENSG00000033030,ZCCHC8,ENST00000633063,1.0,12
ENSG00000228857,ACTR3-AS1,ENST00000689404,1.0,2
ENSG00000289533,,ENST00000693757,1.0,2
ENSG00000223734,LAPTM4A-DT,ENST00000452342,1.0,2
ENSG00000231908,IDH1-AS1,ENST00000440574,1.0,2
ENSG00000289929,,ENST00000701808,1.0,3
ENSG00000282206,,ENST00000633223,1.0,3
ENSG00000225439,BOLA3-DT,ENST00000656407,1.0,2
ENSG00000271662,PPP4R2P6,ENST00000603917,1.0,3
ENSG00000231689,LINC01090,ENST00000434418,1.0,2
ENSG00000229178,,ENST00000423600,1.0,3
ENSG00000215837,SDHAP2,ENST00000455183,1.0,3
ENSG00000207650,MIR570,ENST00000384917,1.0,3
ENSG00000283426,SMBD1P,ENST00000637412,1.0,3
ENSG00000238217,LINC01877,ENST00000669659,1.0,2
ENSG00000176945,MUC20,ENST00000447234,1.0,3
ENSG00000233766,CAVIN2-AS1,ENST00000424116,1.0,2
ENSG00000073969,NSF,ENST00000398238,1.0,17
ENSG00000228496,,ENST00000455754,1.0,2
ENSG00000289555,,ENST00000693270,1.0,2
ENSG00000289261,,ENST00000693351,1.0,2
ENSG00000235997,LINC01936,ENST00000670470,1.0,2
ENSG00000111271,ACAD10,ENST00000313698,1.0,12
ENSG00000289463,,ENST00000690414,1.0,2
ENSG00000289003,,ENST00000686975,1.0,2
ENSG00000289498,,ENST00000689805,1.0,2
ENSG00000289534,,ENST00000687346,1.0,2
ENSG00000289272,,ENST00000690844,1.0,2
ENSG00000285373,LINC02478,ENST00000459712,1.0,2
ENSG00000229941,PDE11A-AS1,ENST00000653062,1.0,2
ENSG00000236664,,ENST00000457053,1.0,2
ENSG00000213962,API5P2,ENST00000397055,1.0,2
ENSG00000229744,SDHDP5,ENST00000430884,1.0,2
ENSG00000206788,RNU6-629P,ENST00000384061,1.0,2
ENSG00000249909,CYCTP,ENST00000504253,1.0,2
ENSG00000227241,,ENST00000433403,1.0,2
ENSG00000223096,RNU5E-9P,ENST00000411164,1.0,2
ENSG00000257767,,ENST00000546840,1.0,12
ENSG00000110436,SLC1A2,ENST00000278379,1.0,11
ENSG00000111275,ALDH2,ENST00000261733,1.0,12
ENSG00000274697,MIR6761,ENST00000617899,1.0,12
ENSG00000234608,MAPKAPK5-AS1,ENST00000428207,1.0,12
ENSG00000128655,PDE11A,ENST00000286063,1.0,2
ENSG00000171634,BPTF,ENST00000306378,1.0,17
ENSG00000288948,,ENST00000689708,1.0,2
ENSG00000289167,,ENST00000692650,1.0,2
ENSG00000237751,LINC01143,ENST00000449073,1.0,2
ENSG00000277764,,ENST00000622578,1.0,2
ENSG00000116035,VAX2,ENST00000234392,1.0,2
ENSG00000089022,MAPKAPK5,ENST00000550735,1.0,12
ENSG00000292259,,ENST00000710384,1.0,12
ENSG00000244060,RPS2P41,ENST00000493495,1.0,12
ENSG00000229186,ADAM1A,ENST00000424240,1.0,12
ENSG00000226469,ADAM1B,ENST00000454683,1.0,12
ENSG00000258373,SLC25A3P2,ENST00000547720,1.0,12
ENSG00000257624,,ENST00000549244,1.0,12
ENSG00000273015,LINC00938,ENST00000609803,1.0,12
ENSG00000108379,WNT3,ENST00000225512,1.0,17
ENSG00000116039,ATP6V1B1,ENST00000234396,1.0,2
ENSG00000258881,,ENST00000606025,1.0,2
ENSG00000057294,PKP2,ENST00000340811,1.0,12
ENSG00000239322,ATP6V1B1-AS1,ENST00000422761,1.0,2
ENSG00000226186,ELOCP21,ENST00000412558,1.0,2
ENSG00000241159,RN7SL160P,ENST00000468558,1.0,2
ENSG00000149090,PAMR1,ENST00000619888,1.0,11
ENSG00000144031,ANKRD53,ENST00000360589,1.0,2
ENSG00000228384,,ENST00000416229,1.0,2
ENSG00000236469,,ENST00000434990,1.0,2
ENSG00000234485,OR7E46P,ENST00000503990,1.0,2
ENSG00000234896,OR7E62P,ENST00000456741,1.0,2
ENSG00000132589,FLOT2,ENST00000394908,1.0,17
ENSG00000161921,CXCL16,ENST00000293778,1.0,17
ENSG00000189079,ARID2,ENST00000334344,1.0,12
ENSG00000176358,TAC4,ENST00000436235,1.0,17
ENSG00000124357,NAGK,ENST00000244204,1.0,2
ENSG00000108813,DLX4,ENST00000240306,1.0,17
ENSG00000124370,MCEE,ENST00000244217,1.0,2
ENSG00000133687,TMTC1,ENST00000539277,1.0,12
ENSG00000200888,Y_RNA,ENST00000364018,1.0,17
ENSG00000277249,MIR6784,ENST00000611997,1.0,17
ENSG00000276728,,ENST00000612013,1.0,17
ENSG00000288065,,ENST00000653174,1.0,2
ENSG00000224505,HEXIM2-AS1,ENST00000589950,1.0,17
ENSG00000233870,,ENST00000437460,1.0,2
ENSG00000267121,FMNL1-DT,ENST00000586376,1.0,17
ENSG00000275832,ARHGAP23,ENST00000622683,1.0,17
ENSG00000111012,CYP27B1,ENST00000228606,1.0,12
ENSG00000258352,IFITM3P6,ENST00000553227,1.0,12
ENSG00000293065,,ENST00000548463,1.0,12
ENSG00000250517,LDHAL6CP,ENST00000502352,1.0,12
ENSG00000293081,,ENST00000550738,1.0,12
ENSG00000257512,,ENST00000552735,1.0,12
ENSG00000293091,,ENST00000547118,1.0,12
ENSG00000258230,,ENST00000552036,1.0,12
ENSG00000293094,,ENST00000600133,1.0,12
ENSG00000258128,MKRN9P,ENST00000546624,1.0,12
ENSG00000293096,,ENST00000599191,1.0,12
ENSG00000227825,SLC9A7P1,ENST00000556476,1.0,12
ENSG00000293147,SLC9A7P1,ENST00000554295,1.0,12
ENSG00000240370,RPL13P5,ENST00000441655,1.0,12
ENSG00000293161,,ENST00000412023,1.0,12
ENSG00000213970,,ENST00000493323,1.0,12
ENSG00000169689,CENPX,ENST00000392359,1.0,17
ENSG00000258679,,ENST00000556917,1.0,12
ENSG00000293169,,ENST00000557452,1.0,12
ENSG00000240399,,ENST00000463559,1.0,12
ENSG00000293172,,ENST00000468202,1.0,12
ENSG00000241749,RPSAP52,ENST00000493929,1.0,12
ENSG00000145113,MUC4,ENST00000463781,1.0,3
ENSG00000293176,RPSAP52,ENST00000489520,1.0,12
ENSG00000241129,RPL22P19,ENST00000392735,1.0,12
ENSG00000293207,,ENST00000480427,1.0,12
ENSG00000216306,KRT19P2,ENST00000557173,1.0,12
ENSG00000293230,KRT19P2,ENST00000405395,1.0,12
ENSG00000197376,,ENST00000641959,1.0,12
ENSG00000293236,,ENST00000551654,1.0,12
ENSG00000183935,HTR7P1,ENST00000538670,1.0,12
ENSG00000257129,,ENST00000548419,1.0,12
ENSG00000257246,PHB1P19,ENST00000547512,1.0,12
ENSG00000293248,,ENST00000693341,1.0,12
ENSG00000244573,RPL30P11,ENST00000495304,1.0,12
ENSG00000243024,,ENST00000483430,1.0,12
ENSG00000293269,,ENST00000535684,1.0,12
ENSG00000257150,PGAM1P5,ENST00000548011,1.0,12
ENSG00000293270,PGAM1P5,ENST00000626376,1.0,12
ENSG00000256682,,ENST00000542513,1.0,12
ENSG00000293285,,ENST00000544947,1.0,12
ENSG00000256030,CBX3P4,ENST00000538909,1.0,12
ENSG00000293298,,ENST00000540428,1.0,12
ENSG00000256552,,ENST00000411880,1.0,12
ENSG00000293308,,ENST00000537764,1.0,12
ENSG00000257501,PAFAH1B2P2,ENST00000554613,1.0,12
ENSG00000169760,NLGN1,ENST00000695368,1.0,3
ENSG00000293309,PAFAH1B2P2,ENST00000701071,1.0,12
ENSG00000134297,PLEKHA8P1,ENST00000336399,1.0,12
ENSG00000169683,LRRC45,ENST00000306688,1.0,17
ENSG00000293316,PLEKHA8P1,ENST00000702372,1.0,12
ENSG00000256984,,ENST00000637965,1.0,12
ENSG00000293340,,ENST00000537555,1.0,12
ENSG00000239881,RPS27P25,ENST00000469928,1.0,12
ENSG00000214280,DTWD1P1,ENST00000514454,1.0,3
ENSG00000293347,,ENST00000477404,1.0,12
ENSG00000201600,RN7SKP124,ENST00000364730,1.0,3
ENSG00000244692,RN7SL724P,ENST00000461895,1.0,3
ENSG00000261763,,ENST00000563865,1.0,3
ENSG00000257780,GLYCAM1,ENST00000546596,1.0,12
ENSG00000250543,,ENST00000506934,1.0,3
ENSG00000293392,GLYCAM1,ENST00000550226,1.0,12
ENSG00000251471,,ENST00000504735,1.0,3
ENSG00000009307,CSDE1,ENST00000358528,1.0,1
ENSG00000250161,TRMT112P5,ENST00000511173,1.0,3
ENSG00000257943,,ENST00000636165,1.0,12
ENSG00000293398,,ENST00000636927,1.0,12
ENSG00000169750,RAC3,ENST00000306897,1.0,17
ENSG00000135502,SLC26A10P,ENST00000665594,1.0,12
ENSG00000163864,NMNAT3,ENST00000704800,1.0,3
ENSG00000293429,,ENST00000440686,1.0,12
ENSG00000196534,OR9K1P,ENST00000326513,1.0,12
ENSG00000293450,,ENST00000641111,1.0,12
ENSG00000255669,,ENST00000637160,1.0,12
ENSG00000293452,,ENST00000536497,1.0,12
ENSG00000184293,CLECL1P,ENST00000621400,1.0,12
ENSG00000293488,CLECL1P,ENST00000702603,1.0,12
ENSG00000182796,TMEM198B,ENST00000484016,1.0,12
ENSG00000289469,,ENST00000691714,1.0,3
ENSG00000241673,RPS27P12,ENST00000464146,1.0,3
ENSG00000289351,,ENST00000689412,1.0,3
ENSG00000184897,H1-10,ENST00000333762,1.0,3
ENSG00000293491,TMEM198B,ENST00000478241,1.0,12
ENSG00000156097,GPR61,ENST00000527748,1.0,1
ENSG00000136699,SMPD4,ENST00000680298,1.0,2
ENSG00000162413,KLHL21,ENST00000377658,1.0,1
ENSG00000290040,,ENST00000702617,1.0,12
ENSG00000256084,,ENST00000538329,1.0,12
ENSG00000255763,MRPS18CP4,ENST00000535821,1.0,12
ENSG00000251908,RNU6-491P,ENST00000516099,1.0,12
ENSG00000169738,DCXR,ENST00000306869,1.0,17
ENSG00000255749,GNAI2P1,ENST00000541815,1.0,12
ENSG00000116273,PHF13,ENST00000377648,1.0,1
ENSG00000293251,,ENST00000509114,1.0,12
ENSG00000288744,,ENST00000687513,1.0,12
ENSG00000228750,LINC01672,ENST00000414210,1.0,1
ENSG00000284744,,ENST00000641757,1.0,1
ENSG00000289250,,ENST00000685323,1.0,2
ENSG00000200550,RNU6-137P,ENST00000363680,1.0,2
ENSG00000111696,NT5DC3,ENST00000392876,1.0,12
ENSG00000257754,,ENST00000549448,1.0,12
ENSG00000257327,,ENST00000551650,1.0,12
ENSG00000162882,HAAO,ENST00000294973,1.0,2
ENSG00000117153,KLHL12,ENST00000367261,1.0,1
ENSG00000293399,,ENST00000548520,1.0,12
ENSG00000230280,HNRNPA1P59,ENST00000430583,1.0,1
ENSG00000199471,Y_RNA,ENST00000362601,1.0,1
ENSG00000289082,,ENST00000692682,1.0,2
ENSG00000226491,FTOP1,ENST00000419363,1.0,2
ENSG00000214198,TTC41P,ENST00000551270,1.0,12
ENSG00000232202,CHORDC1P1,ENST00000453565,1.0,2
ENSG00000233381,AK4P3,ENST00000418260,1.0,12
ENSG00000162881,OXER1,ENST00000378661,1.0,2
ENSG00000227028,SLC8A1-AS1,ENST00000599740,1.0,2
ENSG00000279372,,ENST00000623540,1.0,17
ENSG00000264569,DCXR-DT,ENST00000582558,1.0,17
ENSG00000139160,ETFBKMT,ENST00000357721,1.0,12
ENSG00000159346,ADIPOR1,ENST00000340990,1.0,1
ENSG00000159348,CYB5R1,ENST00000367249,1.0,1
ENSG00000235653,,ENST00000425555,1.0,2
ENSG00000289013,,ENST00000686249,1.0,2
ENSG00000285898,,ENST00000649978,1.0,2
ENSG00000287468,,ENST00000661871,1.0,2
ENSG00000231547,,ENST00000427395,1.0,1
ENSG00000233128,LINC01794,ENST00000420187,1.0,2
ENSG00000151743,AMN1,ENST00000281471,1.0,12
ENSG00000231331,,ENST00000428055,1.0,2
ENSG00000232594,,ENST00000454384,1.0,2
ENSG00000233105,,ENST00000455643,1.0,2
ENSG00000224585,,ENST00000429316,1.0,2
ENSG00000233447,,ENST00000432787,1.0,2
ENSG00000235186,,ENST00000415716,1.0,2
ENSG00000277591,RN7SL575P,ENST00000620774,1.0,2
ENSG00000233850,,ENST00000448734,1.0,2
ENSG00000163444,TMEM183A,ENST00000367242,1.0,1
ENSG00000122180,MYOG,ENST00000241651,1.0,1
ENSG00000234775,,ENST00000665660,1.0,1
ENSG00000172005,MAL,ENST00000309988,1.0,2
ENSG00000224671,,ENST00000434265,1.0,1
ENSG00000172046,USP19,ENST00000417901,1.0,3
ENSG00000231062,,ENST00000442200,1.0,2
ENSG00000276058,STMN1P1,ENST00000617809,1.0,12
ENSG00000287362,,ENST00000657998,1.0,2
ENSG00000276900,,ENST00000619086,1.0,12
ENSG00000256843,,ENST00000540596,1.0,12
ENSG00000223722,IFITM3P2,ENST00000453713,1.0,12
ENSG00000133055,MYBPH,ENST00000255416,1.0,1
ENSG00000184047,DIABLO,ENST00000464942,1.0,12
ENSG00000275111,ZNF2,ENST00000614034,1.0,2
ENSG00000275768,SLC2AXP1,ENST00000612939,1.0,2
ENSG00000133048,CHI3L1,ENST00000255409,1.0,1
ENSG00000014257,ACP3,ENST00000336375,1.0,3
ENSG00000272084,,ENST00000606379,1.0,1
ENSG00000240890,G2E3P1,ENST00000468439,1.0,3
ENSG00000213264,NIP7P2,ENST00000485801,1.0,3
ENSG00000221015,RNU6ATAC29P,ENST00000408088,1.0,3
ENSG00000285749,,ENST00000456080,1.0,3
ENSG00000229972,IQCF3,ENST00000440739,1.0,3
ENSG00000155066,PROM2,ENST00000317620,1.0,2
ENSG00000284934,,ENST00000713558,1.0,12
ENSG00000284791,SMIM41,ENST00000546390,1.0,12
ENSG00000290965,OR7E47P,ENST00000646320,1.0,12
ENSG00000290966,KRT87P,ENST00000529785,1.0,12
ENSG00000256356,HSPA8P5,ENST00000456928,1.0,12
ENSG00000242444,,ENST00000489396,1.0,12
ENSG00000293068,,ENST00000393388,1.0,12
ENSG00000289105,,ENST00000689188,1.0,12
ENSG00000290063,,ENST00000702726,1.0,12
ENSG00000293166,,ENST00000649073,1.0,12
ENSG00000293244,,ENST00000547829,1.0,12
ENSG00000258072,,ENST00000547904,1.0,12
ENSG00000293237,HTR7P1,ENST00000624664,1.0,12
ENSG00000144802,NFKBIZ,ENST00000326172,1.0,3
ENSG00000013588,GPRC5A,ENST00000014914,1.0,12
ENSG00000275340,FGD5P1,ENST00000614866,1.0,3
ENSG00000235129,FABP7P2,ENST00000429946,1.0,2
ENSG00000290338,FGD5P1,ENST00000611158,1.0,3
ENSG00000272710,,ENST00000642053,1.0,3
ENSG00000219410,,ENST00000586338,1.0,12
ENSG00000169727,GPS1,ENST00000578552,1.0,17
ENSG00000290410,,ENST00000608389,1.0,3
ENSG00000257119,EEF1B2P4,ENST00000551398,1.0,12
ENSG00000250271,,ENST00000637380,1.0,3
ENSG00000240631,RPL30P12,ENST00000474666,1.0,12
ENSG00000290514,,ENST00000485020,1.0,3
ENSG00000260329,TMEM263-DT,ENST00000570282,1.0,12
ENSG00000260261,,ENST00000641191,1.0,3
ENSG00000290762,,ENST00000607976,1.0,3
ENSG00000110514,MADD,ENST00000706887,1.0,11
ENSG00000185485,SDHAP1,ENST00000440850,1.0,3
ENSG00000290763,SDHAP1,ENST00000427841,1.0,3
ENSG00000151135,TMEM263,ENST00000280756,1.0,12
ENSG00000251090,OR5AC4P,ENST00000509306,1.0,3
ENSG00000115042,FAHD2A,ENST00000233379,1.0,2
ENSG00000290819,,ENST00000642086,1.0,3
ENSG00000171658,NMRAL2P,ENST00000306399,1.0,3
ENSG00000120832,MTERF2,ENST00000240050,1.0,12
ENSG00000290862,NMRAL2P,ENST00000423298,1.0,3
ENSG00000248821,,ENST00000512705,1.0,2
ENSG00000289252,,ENST00000690855,1.0,17
ENSG00000233275,,ENST00000431026,1.0,2
ENSG00000227120,,ENST00000442165,1.0,2
ENSG00000289268,,ENST00000689245,1.0,11
ENSG00000290861,KRT42P,ENST00000398469,1.0,17
ENSG00000230524,COL6A4P1,ENST00000487147,1.0,3
ENSG00000232783,FRG2FP,ENST00000453982,1.0,3
ENSG00000184502,GAST,ENST00000329402,1.0,17
ENSG00000290936,,ENST00000419104,1.0,3
ENSG00000236438,FAM157A,ENST00000615155,1.0,3
ENSG00000290937,,ENST00000634862,1.0,3
ENSG00000251474,RPL32P3,ENST00000359025,1.0,3
ENSG00000008405,CRY1,ENST00000008527,1.0,12
ENSG00000215160,OR7E122P,ENST00000383606,1.0,3
ENSG00000291007,,ENST00000641144,1.0,3
ENSG00000242337,INHCAP,ENST00000475455,1.0,3
ENSG00000257548,,ENST00000547679,1.0,12
ENSG00000291042,,ENST00000460564,1.0,3
ENSG00000115207,GTF3C2,ENST00000264720,1.0,2
ENSG00000171084,FAM86JP,ENST00000484500,1.0,3
ENSG00000173805,HAP1,ENST00000347901,1.0,17
ENSG00000127481,UBR4,ENST00000375254,1.0,1
ENSG00000201920,RNA5SP442,ENST00000365050,1.0,17
ENSG00000239542,RN7SL399P,ENST00000471648,1.0,17
ENSG00000234818,,ENST00000414538,1.0,2
ENSG00000243819,RN7SL832P,ENST00000607781,1.0,2
ENSG00000291071,FAM86JP,ENST00000693415,1.0,3
ENSG00000277446,Metazoa_SRP,ENST00000487171,1.0,2
ENSG00000236162,,ENST00000452909,1.0,2
ENSG00000047617,ANO2,ENST00000682330,1.0,12
ENSG00000240602,AADACP1,ENST00000561502,1.0,3
ENSG00000293554,,ENST00000550420,1.0,12
ENSG00000257951,,ENST00000707171,1.0,12
ENSG00000291076,AADACP1,ENST00000483636,1.0,3
ENSG00000288623,,ENST00000675818,1.0,12
ENSG00000285133,,ENST00000642841,1.0,12
ENSG00000186162,CIDECP1,ENST00000433871,1.0,3
ENSG00000291078,,ENST00000432401,1.0,3
ENSG00000211454,AKR7L,ENST00000429712,1.0,1
ENSG00000143882,ATP6V1C2,ENST00000272238,1.0,2
ENSG00000253540,FAM86HP,ENST00000513466,1.0,3
ENSG00000189366,ALG1L1P,ENST00000611639,1.0,3
ENSG00000291096,,ENST00000692801,1.0,3
ENSG00000239053,RNU7-138P,ENST00000459479,1.0,2
ENSG00000272275,,ENST00000606907,1.0,2
ENSG00000053372,MRTO4,ENST00000330263,1.0,1
ENSG00000240024,SNHG33,ENST00000487386,1.0,3
ENSG00000286064,,ENST00000650657,1.0,1
ENSG00000291106,SNHG33,ENST00000471496,1.0,3
ENSG00000173801,JUP,ENST00000393931,1.0,17
ENSG00000226435,ANKRD18DP,ENST00000455355,1.0,3
ENSG00000291192,ANKRD18DP,ENST00000435620,1.0,3
ENSG00000162482,AKR7A3,ENST00000361640,1.0,1
ENSG00000270728,,ENST00000604801,1.0,1
ENSG00000179799,OR7E22P,ENST00000478335,1.0,3
ENSG00000291222,,ENST00000641370,1.0,3
ENSG00000244026,FAM86DP,ENST00000477247,1.0,3
ENSG00000053371,AKR7A2,ENST00000235835,1.0,1
ENSG00000141696,P3H4,ENST00000393928,1.0,17
ENSG00000200403,RNU6-1099P,ENST00000363533,1.0,1
ENSG00000291223,FAM86DP,ENST00000702150,1.0,3
ENSG00000040487,SLC66A1,ENST00000375153,1.0,1
ENSG00000180385,EMC3-AS1,ENST00000438698,1.0,3
ENSG00000275334,MIR5787,ENST00000611784,1.0,3
ENSG00000240490,RN7SL277P,ENST00000481521,1.0,1
ENSG00000235449,COX7CP2,ENST00000430450,1.0,1
ENSG00000143870,PDIA6,ENST00000272227,1.0,2
ENSG00000226148,SLC25A39P1,ENST00000444461,1.0,1
ENSG00000260021,,ENST00000564127,1.0,1
ENSG00000183155,RABIF,ENST00000367262,1.0,1
ENSG00000238962,RNU7-176P,ENST00000458792,1.0,2
ENSG00000271952,LINC01954,ENST00000691398,1.0,2
ENSG00000141756,FKBP10,ENST00000321562,1.0,17
ENSG00000232056,,ENST00000418835,1.0,2
ENSG00000270488,,ENST00000603846,1.0,2
ENSG00000255717,SNHG1,ENST00000689147,1.0,11
ENSG00000188338,SLC38A3,ENST00000614032,1.0,3
ENSG00000133063,CHIT1,ENST00000367229,1.0,1
ENSG00000236523,NPM1P40,ENST00000412758,1.0,1
ENSG00000141698,NT5C3B,ENST00000435506,1.0,17
ENSG00000114391,RPL24,ENST00000394077,1.0,3
ENSG00000143847,PPFIA4,ENST00000295706,1.0,1
ENSG00000144815,NXPE3,ENST00000273347,1.0,3
ENSG00000283268,TEX54,ENST00000636508,1.0,11
ENSG00000290962,TRPC2,ENST00000696867,1.0,11
ENSG00000115761,NOL10,ENST00000381685,1.0,2
ENSG00000143379,SETDB1,ENST00000692827,1.0,1
ENSG00000287282,,ENST00000660116,1.0,1
ENSG00000047849,MAP4,ENST00000683076,1.0,3
ENSG00000252987,RNA5SP66,ENST00000517178,1.0,1
ENSG00000235575,,ENST00000432081,1.0,1
ENSG00000253022,RNU6-731P,ENST00000517213,1.0,1
ENSG00000141527,CARD14,ENST00000648509,1.0,17
ENSG00000135968,GCC2,ENST00000309863,1.0,2
ENSG00000212392,Y_RNA,ENST00000391090,1.0,3
ENSG00000206918,RNU6-1181P,ENST00000384191,1.0,3
ENSG00000239831,RNF7P1,ENST00000478598,1.0,3
ENSG00000237186,RPS8P5,ENST00000415328,1.0,3
ENSG00000202428,RNU6-108P,ENST00000365558,1.0,3
ENSG00000206815,RNU6-483P,ENST00000384088,1.0,3
ENSG00000287502,,ENST00000668911,1.0,3
ENSG00000007923,DNAJC11,ENST00000377577,1.0,1
ENSG00000174840,PDE12,ENST00000311180,1.0,3
ENSG00000214184,GCC2-AS1,ENST00000322353,1.0,2
ENSG00000228763,LIMS1-AS1,ENST00000411710,1.0,2
ENSG00000233648,,ENST00000443543,1.0,2
ENSG00000235644,RPL10P5,ENST00000427719,1.0,2
ENSG00000168374,ARF4,ENST00000303436,1.0,3
ENSG00000290024,,ENST00000702524,1.0,17
ENSG00000272146,ARF4-AS1,ENST00000606192,1.0,3
ENSG00000108733,PEX12,ENST00000225873,1.0,17
ENSG00000210841,RNU6ATAC26P,ENST00000388106,1.0,3
ENSG00000163006,CCDC138,ENST00000295124,1.0,2
ENSG00000263520,LINC02563,ENST00000579474,1.0,17
ENSG00000116731,PRDM2,ENST00000311066,1.0,1
ENSG00000227470,RPL39P16,ENST00000449240,1.0,2
ENSG00000174839,DENND6A,ENST00000311128,1.0,3
ENSG00000239801,DENND6A-AS1,ENST00000470427,1.0,3
ENSG00000241933,DENND6A-DT,ENST00000465933,1.0,3
ENSG00000168646,AXIN2,ENST00000307078,1.0,17
ENSG00000283580,,ENST00000603943,1.0,1
ENSG00000266076,,ENST00000577662,1.0,17
ENSG00000196653,ZNF502,ENST00000436624,1.0,3
ENSG00000186446,ZNF501,ENST00000620116,1.0,3
ENSG00000163807,KIAA1143,ENST00000296121,1.0,3
ENSG00000169756,LIMS1,ENST00000544547,1.0,2
ENSG00000154240,CEP112,ENST00000535342,1.0,17
ENSG00000271587,,ENST00000603178,1.0,17
ENSG00000270870,,ENST00000605382,1.0,17
ENSG00000266707,PSMD7P1,ENST00000579375,1.0,17
ENSG00000091583,APOH,ENST00000205948,1.0,17
ENSG00000252653,RNA5SP444,ENST00000516844,1.0,17
ENSG00000284242,,ENST00000640823,1.0,17
ENSG00000244044,RN7SL735P,ENST00000471015,1.0,17
ENSG00000264630,PRKCA-AS1,ENST00000584715,1.0,17
ENSG00000289587,,ENST00000689984,1.0,17
ENSG00000108924,HLF,ENST00000226067,1.0,17
ENSG00000118260,CREB1,ENST00000353267,1.0,2
ENSG00000263096,,ENST00000574716,1.0,17
ENSG00000262079,,ENST00000576751,1.0,17
ENSG00000163808,KIF15,ENST00000326047,1.0,3
ENSG00000108960,MMD,ENST00000262065,1.0,17
ENSG00000262135,GARS1P1,ENST00000570895,1.0,17
ENSG00000200107,RNU6-1249P,ENST00000363237,1.0,17
ENSG00000284498,MIR564,ENST00000385049,1.0,3
ENSG00000289016,,ENST00000690551,1.0,17
ENSG00000261873,SMIM36,ENST00000636752,1.0,17
ENSG00000262227,,ENST00000574260,1.0,17
ENSG00000169964,TMEM42,ENST00000302392,1.0,3
ENSG00000235845,,ENST00000427258,1.0,3
ENSG00000227123,RPL12P44,ENST00000442319,1.0,3
ENSG00000144401,METTL21A,ENST00000411432,1.0,2
